date,location,temperature_c,humidity_pct,rainfall_mm,co2_ppm,aqi,energy_kwh,water_liters,renewable_pct,extreme_weather_index,risk_level
2021-05-31,Delhi,31.18,78.46,8.6,429.82,70.6,508.55,3365.57,15.97,4.72,Moderate
2021-06-01,Chennai,28.73,58.39,3.23,440.18,126.6,486.25,3106.96,21.37,11.37,Moderate
2021-06-02,Delhi,32.36,58.68,4.94,431.82,65.3,429.76,3006.95,18.23,15.86,Moderate
2021-06-03,Mumbai,32.43,67.25,11.63,424.42,68.8,477.02,3169.91,25.91,25.95,Moderate
2021-06-04,Bengaluru,28.76,75.6,4.7,427.02,63.3,475.05,3410.82,22.9,14.49,Low
2021-06-05,Chennai,28.89,65.76,4.38,487.90933769757265,181.25206461288167,895.7328355724511,3132.57,22.0,8.22,Moderate
2021-06-06,Chennai,26.63,68.58,6.45,423.58,72.2,429.83,2784.67,19.39,20.13,Low
2021-06-07,Hyderabad,29.85,59.19,5.32,425.32,82.2,422.54,2701.65,9.17,14.48,Moderate
2021-06-08,Hyderabad,24.49,68.64,12.38,433.51,86.8,405.38,2609.52,29.61,7.98,Low
2021-06-09,Delhi,27.37,77.6,7.36,435.8,90.3,429.61,2834.02,30.59,10.98,Low
2021-06-10,Hyderabad,27.28,74.2,9.73,419.95,72.8,463.68,2950.52,33.2,8.74,Low
2021-06-11,Chennai,25.23,79.56,1.75,425.89,52.0,395.13,2585.23,15.12,11.06,Low
2021-06-12,Bengaluru,27.7,65.99,7.43,438.83,75.8,373.45,3040.75,22.06,7.93,Low
2021-06-13,Bengaluru,29.26,73.03,6.65,428.64,88.1,430.59,3055.07,17.59,8.56,Low
2021-06-14,Hyderabad,28.27,77.85,1.29,412.03,54.0,409.88,2928.1,12.06,15.7,Low
2021-06-15,Chennai,26.38,66.87,1.87,437.23,81.9,417.59,2709.3,21.0,13.5,Low
2021-06-16,Chennai,28.48,75.73,4.59,444.79,116.0,454.9,3104.22,21.0,9.63,Moderate
2021-06-17,Delhi,29.33,67.4,2.64,435.71,91.4,496.83,3249.47,15.26,0.75,Moderate
2021-06-18,Bengaluru,26.39,70.47,6.19,432.44,69.0,419.98,3043.65,20.35,15.54,Low
2021-06-19,Chennai,28.39,60.5,6.97,428.47,64.8,401.06,2753.12,22.04,8.27,Low
2021-06-20,Hyderabad,32.13,70.28,12.37,433.3,109.5,479.9,3583.08,25.29,22.52,Moderate
2021-06-21,Delhi,29.32,75.92,8.44,430.45,80.3,405.36,3175.64,14.85,4.93,Low
2021-06-22,Hyderabad,23.5,74.08,13.32,416.09,57.6,358.53,3170.58,22.68,0.0,Low
2021-06-23,Chennai,28.06,71.0,17.28,440.52,78.3,404.32,2978.82,30.56,12.76,Low
2021-06-24,Hyderabad,30.72,77.84,6.03,448.63,54.0,408.37,2842.25,14.28,6.02,Moderate
2021-06-25,Chennai,29.6,55.93,4.98,421.83,88.8,500.2,2897.9,16.52,14.96,Moderate
2021-06-26,Bengaluru,29.85,71.54,5.06,429.28,66.5,414.54,3079.07,11.63,3.56,Low
2021-06-27,Delhi,28.18,78.71,5.03,421.07,74.9,385.22,3233.03,30.27,12.57,Low
2021-06-28,Bengaluru,26.04,58.79,3.22,426.46,60.7,379.29,2738.01,15.14,7.13,Low
2021-06-29,Mumbai,27.75,77.69,4.39,417.35,47.6,426.57,3220.8,23.87,7.15,Low
2021-06-30,Chennai,26.24,69.71,9.21,437.59,77.9,394.27,3103.84,13.63,13.02,Low
2021-07-01,Delhi,25.36,59.96,2.12,437.81,69.8,397.33,2758.45,24.95,6.69,Low
2021-07-02,Delhi,27.08,73.67,7.15,427.12,106.7,377.09,2917.51,14.12,8.68,Low
2021-07-03,Chennai,25.75,58.53,4.5,429.87,64.7,393.71,2997.22,18.03,10.86,Low
2021-07-04,Bengaluru,26.81,69.44,4.23,438.32,121.6,434.02,2958.96,17.81,19.1,Low
2021-07-05,Hyderabad,25.76,71.48,7.75,433.56,90.8,428.29,2676.16,15.7,10.94,Low
2021-07-06,Chennai,28.35,63.5,8.7,426.38,86.9,420.93,2963.46,12.66,13.37,Low
2021-07-07,Bengaluru,26.49,73.25,0.56,431.16,84.4,432.44,2785.25,14.57,0.0,Low
2021-07-08,Bengaluru,24.75,80.03,18.95,431.24,69.5,393.06,2854.12,17.34,6.25,Low
2021-07-09,Bengaluru,26.02,70.03,8.68,422.04,75.8,431.58,3055.25,13.8,16.5,Low
2021-07-10,Bengaluru,25.36,72.63,5.73,431.17,84.8,381.63,3138.4,18.57,7.2,Low
2021-07-11,Mumbai,25.27,70.41,2.97,439.04,45.5,454.02,3050.93,29.4,11.05,Low
2021-07-12,Hyderabad,24.89,79.85,3.92,422.99,80.8,424.64,3122.64,20.09,13.85,Low
2021-07-13,Bengaluru,27.84,66.41,6.17,425.97,74.8,429.63,2779.17,24.34,3.3,Low
2021-07-14,Delhi,26.76,73.46,6.58,431.87,77.2,367.37,3247.99,13.12,7.55,Low
2021-07-15,Mumbai,25.51,70.97,6.53,435.82,85.7,417.29,2946.63,22.22,12.84,Low
2021-07-16,Mumbai,24.95,75.8,1.9,425.58,70.4,465.81,2702.0,31.24,12.92,Low
2021-07-17,Mumbai,29.77,67.77,2.59,472.02301286152306,170.70456461523568,975.4931474175008,3330.87,25.97,9.54,Moderate
2021-07-18,Hyderabad,27.32,83.5,8.16,437.18,82.4,382.23,2999.68,10.2,7.41,Low
2021-07-19,Mumbai,27.32,74.13,11.74,426.47,56.0,378.42,2999.53,16.09,14.84,Low
2021-07-20,Bengaluru,24.42,69.97,6.74,434.42,84.6,433.93,2774.04,13.9,7.14,Low
2021-07-21,Mumbai,29.99,66.67,2.21,422.42,44.7,446.41,3179.3,21.84,5.52,Low
2021-07-22,Mumbai,22.72,83.48,3.37,419.66,60.6,334.99,2875.98,18.07,13.81,Low
2021-07-23,Bengaluru,23.45,73.68,6.8,424.57,51.3,388.75,3187.43,16.09,15.92,Low
2021-07-24,Delhi,27.04,69.35,2.22,429.35,96.9,373.23,2850.28,14.06,22.09,Low
2021-07-25,Delhi,26.25,73.94,9.67,431.93,90.9,374.9,2912.14,17.27,14.77,Low
2021-07-26,Hyderabad,28.52,70.08,5.09,419.18,73.0,382.7,3375.79,14.68,14.5,Low
2021-07-27,Delhi,26.64,62.56,3.19,424.36,66.4,411.0,3135.1,18.26,7.84,Low
2021-07-28,Delhi,23.85,69.03,2.78,427.9,81.4,386.24,2883.18,25.95,10.77,Low
2021-07-29,Chennai,25.91,73.79,6.84,422.82,63.3,412.06,3083.04,21.09,8.05,Low
2021-07-30,Hyderabad,26.01,74.55,5.78,424.81,71.9,391.42,3098.25,17.07,7.62,Low
2021-07-31,Delhi,23.64,66.13,6.58,426.05,55.6,348.97,3283.62,6.11,13.32,Low
2021-08-01,Hyderabad,26.87,59.88,7.63,421.45,68.3,400.12,2622.87,9.73,4.7,Low
2021-08-02,Mumbai,25.13,82.11,0.17,423.73,87.7,408.53,3047.71,28.15,10.24,Low
2021-08-03,Delhi,26.15,70.42,10.9,419.54,59.6,429.08,2706.83,16.15,7.57,Low
2021-08-04,Chennai,24.04,87.18,5.44,435.58,94.3,406.19,2977.26,13.57,20.74,Low
2021-08-05,Mumbai,26.76,77.31,2.16,424.86,52.0,470.4,3179.27,19.33,18.53,Low
2021-08-06,Mumbai,28.76,79.84,3.07,422.34,72.6,472.48,3151.27,19.66,10.21,Low
2021-08-07,Chennai,25.88,68.32,6.29,420.68,52.1,399.6,3080.68,14.0,9.39,Low
2021-08-08,Mumbai,24.48,74.16,1.38,413.05,73.5,394.13,2809.46,22.11,5.71,Low
2021-08-09,Bengaluru,23.77,56.95,0.57,419.47,53.6,330.49,2847.74,12.51,15.15,Low
2021-08-10,Chennai,25.95,63.6,7.9,423.8,61.9,367.68,2895.09,12.65,14.97,Low
2021-08-11,Bengaluru,26.84,56.66,7.61,427.92,54.2,424.8,2885.19,16.62,7.08,Low
2021-08-12,Delhi,25.06,67.39,3.75,423.12,72.3,385.79,2767.26,18.47,6.56,Low
2021-08-13,Chennai,23.69,63.4,0.31,409.3,75.6,321.93,2951.82,13.26,8.62,Low
2021-08-14,Mumbai,25.91,70.19,2.77,439.23,45.2,419.1,2667.27,12.14,4.55,Low
2021-08-15,Chennai,24.5,62.3,0.25,472.92589649028594,147.89231622760178,625.026269219264,2585.18,25.41,4.68,Low
2021-08-16,Hyderabad,25.02,68.41,9.97,420.28,81.8,369.89,2972.74,17.42,5.91,Low
2021-08-17,Hyderabad,19.91,58.09,4.15,414.49,33.0,273.69,2554.17,15.76,5.73,Low
2021-08-18,Mumbai,26.15,73.75,1.6,415.03,79.6,337.35,3069.71,15.97,18.74,Low
2021-08-19,Mumbai,23.19,60.16,2.47,434.45,60.0,402.59,2740.43,11.44,2.44,Low
2021-08-20,Delhi,23.84,75.25,7.56,434.15,62.8,409.2,3121.99,21.78,3.79,Low
2021-08-21,Mumbai,25.27,61.05,3.88,413.92,79.1,424.59,2484.5,16.93,18.24,Low
2021-08-22,Hyderabad,25.31,76.29,2.27,432.07,99.2,380.22,2723.33,19.04,5.78,Low
2021-08-23,Mumbai,24.13,70.87,1.72,422.79,78.9,447.15,2833.93,6.93,10.47,Low
2021-08-24,Bengaluru,25.98,76.04,0.28,432.5,78.2,358.93,3039.94,16.84,17.14,Low
2021-08-25,Mumbai,24.19,64.75,0.53,456.6147703676037,128.7608077957743,743.9382395374523,2479.95,23.98,8.29,Low
2021-08-26,Bengaluru,26.83,70.06,2.68,420.89,70.3,384.91,3055.98,21.68,14.6,Low
2021-08-27,Delhi,22.39,62.6,0.09,405.08,79.6,327.93,2735.58,19.54,7.22,Low
2021-08-28,Bengaluru,26.35,80.53,2.68,433.61,74.1,467.1,2945.24,20.04,16.13,Low
2021-08-29,Delhi,20.6,70.24,11.34,415.09,69.7,334.04,2725.76,26.01,10.97,Low
2021-08-30,Delhi,22.41,66.94,4.5,413.49,43.7,325.16,2783.02,17.12,10.25,Low
2021-08-31,Chennai,25.16,70.93,3.53,422.96,43.9,406.46,2944.43,12.15,5.83,Low
2021-09-01,Delhi,24.31,73.84,9.41,424.83,80.2,397.19,3079.37,16.96,10.08,Low
2021-09-02,Bengaluru,21.62,75.14,5.74,413.83,63.4,338.53,2651.72,24.84,8.75,Low
2021-09-03,Bengaluru,25.9,68.2,3.52,426.61,81.8,375.53,3044.75,16.34,6.53,Low
2021-09-04,Chennai,25.24,66.91,1.07,429.77,101.4,431.33,2879.85,14.97,8.03,Low
2021-09-05,Hyderabad,24.28,56.49,2.05,427.2,58.6,390.18,2610.37,7.72,10.34,Low
2021-09-06,Bengaluru,21.86,67.87,4.52,435.86,95.6,372.66,2907.21,20.92,20.23,Low
2021-09-07,Bengaluru,22.54,67.33,6.42,422.43,85.3,321.72,2739.92,12.79,9.08,Low
2021-09-08,Chennai,27.12,73.49,4.86,436.9,69.8,411.24,2754.79,27.28,11.27,Low
2021-09-09,Chennai,24.88,71.37,0.26,428.36,61.0,373.44,3307.97,3.41,4.2,Low
2021-09-10,Mumbai,27.45,63.09,11.84,427.06,65.6,448.12,2865.81,15.55,9.48,Low
2021-09-11,Chennai,25.2,66.82,6.7,418.7,68.4,362.74,2691.59,22.33,7.59,Low
2021-09-12,Mumbai,22.04,77.63,5.54,419.7,94.6,372.84,2796.17,22.67,3.9,Low
2021-09-13,Bengaluru,22.81,70.67,6.22,423.19,40.9,325.19,2889.28,17.74,11.55,Low
2021-09-14,Delhi,25.15,77.04,11.51,431.54,73.0,399.49,3117.65,13.8,14.97,Low
2021-09-15,Delhi,26.86,67.44,3.27,429.65,65.4,410.95,2925.7,19.08,4.28,Low
2021-09-16,Chennai,24.18,70.54,3.8,426.44,70.1,362.99,3037.73,17.54,4.88,Low
2021-09-17,Mumbai,20.58,72.17,3.17,426.54,70.2,316.85,2999.49,13.74,16.35,Low
2021-09-18,Mumbai,24.58,73.82,12.46,425.99,81.2,384.49,2931.36,25.91,13.51,Low
2021-09-19,Bengaluru,24.33,59.97,2.07,427.49,82.7,401.12,2510.34,9.04,7.1,Low
2021-09-20,Delhi,22.8,76.47,6.74,418.94,51.0,354.46,2812.81,21.42,0.05,Low
2021-09-21,Mumbai,24.24,71.79,3.87,426.2,71.6,366.27,2966.46,21.32,7.78,Low
2021-09-22,Chennai,23.1,62.16,2.34,486.6428453373641,149.46415861781784,554.8163218430849,2748.17,22.89,4.42,Low
2021-09-23,Hyderabad,23.39,69.59,1.81,423.16,80.7,341.23,2800.93,17.61,7.98,Low
2021-09-24,Chennai,22.98,67.46,0.97,427.41,79.7,349.26,3010.8,15.8,12.87,Low
2021-09-25,Hyderabad,25.7,73.01,5.89,418.32,79.2,406.03,2695.17,9.12,12.53,Low
2021-09-26,Delhi,22.44,73.38,9.75,426.85,66.7,341.43,2874.5,21.57,9.91,Low
2021-09-27,Hyderabad,22.75,59.57,3.15,435.57,93.0,333.85,2795.71,22.39,1.07,Low
2021-09-28,Chennai,22.69,68.24,0.27,415.68,58.1,335.25,2882.3,18.06,11.26,Low
2021-09-29,Hyderabad,26.6,73.22,0.7,419.32,58.7,345.9,2944.38,20.54,5.22,Low
2021-09-30,Mumbai,22.06,68.46,1.37,419.41,82.4,327.01,2751.72,31.15,8.56,Low
2021-10-01,Hyderabad,23.24,71.62,11.55,424.02,68.3,353.25,3085.77,22.32,8.48,Low
2021-10-02,Chennai,21.46,70.17,3.71,427.39,59.4,337.55,2905.19,14.84,13.07,Low
2021-10-03,Delhi,25.97,63.29,2.02,431.87,93.3,428.74,2986.47,21.97,5.57,Low
2021-10-04,Chennai,22.12,67.81,1.54,420.83,80.9,405.41,2499.62,24.86,13.99,Low
2021-10-05,Hyderabad,25.47,78.84,2.27,428.67,88.0,439.1,2792.61,25.19,10.76,Low
2021-10-06,Mumbai,24.2,68.1,7.68,411.76,76.8,419.45,2965.03,22.31,6.05,Low
2021-10-07,Mumbai,24.49,66.19,0.79,417.91,48.5,422.75,2843.47,18.13,12.25,Low
2021-10-08,Chennai,20.63,72.32,4.08,424.51,44.5,244.24,2523.38,25.22,2.54,Low
2021-10-09,Mumbai,21.86,65.07,7.76,426.64,67.0,311.36,2800.41,22.68,21.07,Low
2021-10-10,Hyderabad,22.06,79.75,6.2,417.19,49.4,380.33,2670.06,25.74,14.56,Low
2021-10-11,Delhi,26.29,59.6,4.69,426.0,73.7,387.17,2947.22,14.74,14.03,Low
2021-10-12,Hyderabad,21.57,74.74,7.0,418.58,59.7,399.04,2787.53,27.66,8.93,Low
2021-10-13,Hyderabad,22.29,66.19,0.72,430.27,95.7,382.58,2888.17,15.84,5.48,Low
2021-10-14,Delhi,20.81,79.5,1.44,426.63,70.9,380.32,2994.44,25.58,10.39,Low
2021-10-15,Chennai,22.39,69.59,5.46,433.41,72.9,299.73,2713.29,15.65,1.12,Low
2021-10-16,Chennai,23.64,68.26,0.5,426.97,59.8,409.01,2976.96,29.09,15.74,Low
2021-10-17,Bengaluru,24.47,73.81,3.95,419.29,63.5,324.63,2673.59,16.94,15.57,Low
2021-10-18,Chennai,23.87,64.4,6.48,423.45,45.2,362.53,3075.22,26.35,11.35,Low
2021-10-19,Bengaluru,21.27,65.72,3.46,422.72,63.2,311.77,3006.42,23.15,9.87,Low
2021-10-20,Hyderabad,24.71,71.6,3.41,426.39,89.9,386.23,3159.28,22.77,7.35,Low
2021-10-21,Mumbai,24.16,71.79,7.49,436.31,108.8,389.76,2881.18,19.13,7.9,Low
2021-10-22,Chennai,24.64,79.7,7.07,422.97,56.7,424.45,3216.12,22.93,0.0,Low
2021-10-23,Delhi,25.63,71.42,2.1,430.53,69.5,408.73,2848.43,14.32,14.46,Low
2021-10-24,Delhi,24.4,72.28,0.32,435.76,93.0,416.59,3197.55,25.19,3.03,Low
2021-10-25,Mumbai,18.58,80.43,2.35,427.77,79.5,319.18,2446.99,20.57,12.34,Low
2021-10-26,Hyderabad,21.76,64.19,1.83,417.86,64.4,318.49,2887.6,23.67,1.8,Low
2021-10-27,Delhi,23.07,71.94,7.47,435.49,90.4,365.28,2679.45,24.72,12.36,Low
2021-10-28,Delhi,24.9,75.36,4.06,414.06,63.9,448.41,3016.82,21.99,11.35,Low
2021-10-29,Mumbai,21.29,60.99,0.37,426.9,70.7,332.94,2829.13,25.0,20.79,Low
2021-10-30,Chennai,24.07,79.46,2.37,425.74,64.3,375.04,2788.25,29.96,6.02,Low
2021-10-31,Mumbai,25.4,64.2,9.99,430.2,70.7,386.12,2723.85,24.28,12.18,Low
2021-11-01,Bengaluru,24.62,71.99,0.86,428.84,51.3,382.92,2650.2,18.45,0.0,Low
2021-11-02,Delhi,26.02,65.38,2.02,430.18,103.1,482.04,2739.9,31.16,6.24,Low
2021-11-03,Hyderabad,26.36,65.6,0.37,422.59,58.2,405.21,3044.44,25.43,11.51,Low
2021-11-04,Bengaluru,23.07,68.1,11.85,425.29,53.3,334.8,2807.37,30.78,10.19,Low
2021-11-05,Mumbai,22.32,72.8,1.24,416.35,54.6,357.23,2900.1,19.86,12.44,Low
2021-11-06,Delhi,23.3,73.05,0.32,421.57,73.0,391.17,2660.16,22.03,16.92,Low
2021-11-07,Delhi,26.22,56.3,2.22,434.98,90.5,356.65,2727.96,27.23,9.14,Low
2021-11-08,Delhi,25.09,72.65,12.76,427.08,67.4,413.79,3057.4,24.83,15.09,Low
2021-11-09,Chennai,25.17,61.62,1.37,432.56,81.0,432.23,2701.17,23.95,19.96,Low
2021-11-10,Chennai,26.77,76.89,0.44,432.46,47.3,386.13,3240.29,26.24,9.29,Low
2021-11-11,Bengaluru,23.17,81.26,0.27,431.46,68.7,354.96,3079.83,27.2,3.22,Low
2021-11-12,Delhi,23.56,78.44,3.35,440.09,84.9,421.03,3079.4,31.02,21.23,Low
2021-11-13,Bengaluru,22.69,73.33,3.79,439.12,84.2,376.15,2701.64,30.17,15.3,Low
2021-11-14,Chennai,25.01,68.29,2.46,427.98,44.8,361.5,3122.79,23.33,17.38,Low
2021-11-15,Bengaluru,22.56,73.47,5.42,438.51,75.0,359.16,2960.6,25.7,11.11,Low
2021-11-16,Delhi,25.3,75.4,6.84,429.98,54.4,414.88,3175.34,22.23,7.16,Low
2021-11-17,Bengaluru,22.56,58.96,8.29,429.88,66.7,350.28,2869.26,29.97,14.77,Low
2021-11-18,Mumbai,24.35,66.6,10.43,415.09,61.9,378.36,2913.79,39.99,11.64,Low
2021-11-19,Hyderabad,26.1,68.19,1.94,428.84,64.2,414.19,3015.86,34.29,4.36,Low
2021-11-20,Mumbai,23.21,75.18,4.05,417.74,83.1,369.77,2920.39,37.52,17.44,Low
2021-11-21,Delhi,25.24,75.79,2.41,429.97,87.4,390.41,2780.65,24.11,13.88,Low
2021-11-22,Hyderabad,21.1,76.11,2.11,435.73,75.7,256.48,2909.21,27.91,10.19,Low
2021-11-23,Bengaluru,24.7,68.8,0.37,443.68,57.9,420.44,2740.66,34.68,11.89,Low
2021-11-24,Delhi,26.91,64.17,5.88,427.85,55.7,401.65,2733.51,17.55,12.43,Low
2021-11-25,Mumbai,27.66,68.96,1.79,441.98,77.6,444.15,3105.72,27.57,16.76,Low
2021-11-26,Hyderabad,26.18,70.79,4.13,436.78,62.5,333.21,3099.34,30.35,14.23,Low
2021-11-27,Chennai,25.1,62.9,1.97,434.27,59.7,358.54,2933.89,27.84,12.01,Low
2021-11-28,Bengaluru,27.29,66.22,1.82,428.77,102.9,481.41,3017.57,23.27,9.72,Low
2021-11-29,Bengaluru,26.96,67.72,2.15,428.92,70.0,414.39,3136.53,32.9,15.48,Low
2021-11-30,Mumbai,28.39,66.61,1.43,427.9,83.4,403.24,3068.07,24.68,12.3,Low
2021-12-01,Chennai,25.11,66.97,3.17,425.73,64.0,402.48,2908.84,28.79,20.17,Low
2021-12-02,Mumbai,25.58,64.83,14.87,439.51,65.9,419.95,2886.36,32.89,8.4,Low
2021-12-03,Hyderabad,27.35,67.57,4.17,429.64,51.1,352.88,2813.95,34.49,8.55,Low
2021-12-04,Hyderabad,22.88,71.58,7.46,431.72,74.4,350.62,2989.82,33.87,16.18,Low
2021-12-05,Hyderabad,26.5,70.77,1.06,431.62,71.3,446.51,2879.75,29.84,10.85,Low
2021-12-06,Mumbai,26.46,64.06,9.18,443.17,81.0,356.7,2806.75,28.14,8.9,Low
2021-12-07,Delhi,27.0,78.3,3.14,438.05,89.0,417.69,3008.4,28.39,9.26,Low
2021-12-08,Delhi,25.36,73.55,0.57,425.9,81.5,411.86,2753.25,34.24,11.14,Low
2021-12-09,Bengaluru,26.54,73.3,1.65,419.9,79.7,447.84,3128.22,27.61,6.44,Low
2021-12-10,Chennai,24.72,75.25,4.35,432.48,85.9,418.74,3089.04,35.3,8.16,Low
2021-12-11,Mumbai,25.98,77.13,7.26,432.1,69.2,418.63,3131.65,30.39,11.07,Low
2021-12-12,Delhi,26.48,69.93,13.1,433.74,94.9,422.76,2819.69,28.88,1.15,Low
2021-12-13,Mumbai,24.21,70.74,0.8,431.14,96.9,353.25,2766.07,34.69,5.1,Low
2021-12-14,Mumbai,24.53,71.82,7.05,434.19,82.3,326.25,2846.46,23.85,4.58,Low
2021-12-15,Hyderabad,25.57,64.3,3.3,429.22,67.0,384.79,2966.59,31.21,11.77,Low
2021-12-16,Hyderabad,26.71,68.64,0.81,427.04,89.9,435.07,2998.6,26.37,7.81,Low
2021-12-17,Mumbai,24.87,56.55,0.94,434.03,51.6,344.64,2561.35,27.27,0.0,Low
2021-12-18,Delhi,29.54,75.85,1.79,426.03,59.1,476.88,3172.38,24.08,16.71,Low
2021-12-19,Bengaluru,24.72,73.46,0.56,438.77,108.5,394.43,2999.89,31.36,14.57,Low
2021-12-20,Chennai,26.48,68.33,7.77,431.89,73.2,399.95,3091.06,33.1,13.73,Low
2021-12-21,Delhi,26.27,72.19,12.5,441.29,87.0,401.25,3055.81,33.64,12.82,Low
2021-12-22,Bengaluru,26.41,74.78,12.83,435.96,76.6,438.93,3281.91,30.59,0.35,Low
2021-12-23,Hyderabad,26.82,77.94,4.09,444.08,77.6,399.05,2808.03,30.9,13.1,Low
2021-12-24,Delhi,27.22,66.79,0.72,437.5,76.5,399.93,2992.14,25.45,11.04,Low
2021-12-25,Chennai,27.99,72.29,4.59,426.82,87.1,464.57,3010.12,32.04,10.68,Low
2021-12-26,Mumbai,27.85,70.67,1.7,439.26,91.9,447.57,3073.49,24.77,4.58,Low
2021-12-27,Mumbai,29.55,62.45,5.3,415.96,53.9,408.17,2765.27,32.59,5.34,Low
2021-12-28,Hyderabad,25.8,69.86,5.16,432.68,64.6,442.87,3094.52,37.93,12.91,Low
2021-12-29,Hyderabad,25.48,70.0,3.47,441.66,92.6,432.85,3358.81,43.02,7.66,Low
2021-12-30,Bengaluru,27.68,70.13,0.84,461.07,96.4,417.29,3061.37,35.0,7.17,Moderate
2021-12-31,Bengaluru,26.7,75.84,2.62,435.98,49.7,421.34,2919.3,21.33,0.0,Low
2022-01-01,Chennai,31.65,61.53,12.91,432.15,67.1,474.97,3082.84,26.27,17.36,Moderate
2022-01-02,Hyderabad,31.31,62.08,5.92,440.55,70.6,503.4,2781.75,17.25,15.12,Moderate
2022-01-03,Hyderabad,28.71,64.83,10.25,436.83,61.1,490.96,3414.95,38.05,10.32,Low
2022-01-04,Delhi,29.3,67.52,6.29,438.58,89.9,471.72,3281.01,30.67,11.37,Moderate
2022-01-05,Mumbai,28.84,70.17,1.22,439.43,97.9,424.86,2970.02,36.48,14.53,Moderate
2022-01-06,Mumbai,29.16,74.01,3.87,444.33,60.2,424.91,3220.97,29.63,8.46,Low
2022-01-07,Chennai,27.51,74.31,2.47,442.3,57.9,401.38,3153.27,30.21,9.44,Low
2022-01-08,Delhi,28.85,64.5,3.8,439.72,78.2,382.47,3218.84,28.2,5.21,Low
2022-01-09,Delhi,27.11,65.28,1.08,432.82,74.7,368.42,3069.97,37.79,7.41,Low
2022-01-10,Hyderabad,27.31,73.16,3.27,437.73,62.7,343.44,3334.87,32.74,3.52,Low
2022-01-11,Bengaluru,30.92,70.2,0.97,435.91,75.0,435.66,3435.07,26.33,3.22,Moderate
2022-01-12,Bengaluru,29.39,67.45,5.76,439.18,69.9,426.81,2994.23,21.14,1.7,Low
2022-01-13,Delhi,29.02,63.08,11.26,427.65,60.7,453.82,2959.22,31.06,11.22,Low
2022-01-14,Bengaluru,28.45,62.08,0.32,446.48,112.3,469.97,2996.22,40.26,8.58,Moderate
2022-01-15,Bengaluru,29.01,77.81,1.74,437.97,56.1,466.87,2851.98,37.66,6.25,Low
2022-01-16,Mumbai,27.8,63.43,5.31,435.44,67.2,392.22,3146.57,31.92,9.71,Low
2022-01-17,Delhi,30.15,63.4,5.95,434.46,85.6,470.3,2885.88,37.27,5.3,Moderate
2022-01-18,Mumbai,27.84,73.78,3.31,427.87,58.0,459.85,3141.93,33.78,7.16,Low
2022-01-19,Bengaluru,28.52,69.69,1.37,435.12,101.0,484.68,3189.05,31.78,9.96,Moderate
2022-01-20,Hyderabad,29.53,63.52,1.64,439.02,62.5,533.63,2837.94,26.17,15.75,Moderate
2022-01-21,Delhi,28.53,70.37,13.99,435.71,67.2,415.48,2840.7,38.1,7.21,Low
2022-01-22,Mumbai,31.89,70.64,6.78,435.01,49.3,401.53,3254.9,33.51,16.81,Moderate
2022-01-23,Bengaluru,34.58,65.32,2.76,439.33,60.2,522.15,3236.7,33.52,41.45,Moderate
2022-01-24,Delhi,29.44,57.5,5.34,446.26,84.4,403.02,2871.22,37.72,9.74,Moderate
2022-01-25,Mumbai,29.0,69.88,3.35,504.25164543143165,156.18713089059906,698.6800907235007,3226.67,28.72,13.8,Moderate
2022-01-26,Hyderabad,29.22,73.23,4.89,437.99,97.4,455.16,3040.48,39.12,5.05,Moderate
2022-01-27,Bengaluru,29.46,64.16,2.74,434.6,65.7,443.09,3240.84,31.66,0.42,Low
2022-01-28,Delhi,29.43,56.79,0.54,440.16,73.9,421.72,3196.6,33.73,15.86,Moderate
2022-01-29,Chennai,29.0,70.3,2.27,434.55,83.2,387.25,3185.1,29.46,7.9,Low
2022-01-30,Mumbai,30.26,66.24,0.95,439.88,65.7,501.6,3008.44,34.85,9.24,Moderate
2022-01-31,Mumbai,30.54,79.43,3.64,450.73,90.8,380.69,3459.49,27.08,18.83,Moderate
2022-02-01,Hyderabad,28.93,68.26,0.88,449.24,83.2,493.76,3150.65,37.77,9.96,Moderate
2022-02-02,Mumbai,29.49,70.6,9.44,452.24,98.5,417.88,3396.13,38.58,8.65,Moderate
2022-02-03,Delhi,28.02,79.36,10.27,437.99,48.5,389.27,3403.37,30.23,15.04,Low
2022-02-04,Chennai,30.05,70.77,7.81,449.58,97.3,520.33,3210.43,27.77,10.89,Moderate
2022-02-05,Delhi,30.31,63.31,11.07,444.38,93.7,463.53,3032.09,29.53,10.36,Moderate
2022-02-06,Chennai,31.83,62.66,1.61,433.57,84.6,454.44,3213.16,41.48,15.78,Moderate
2022-02-07,Delhi,28.12,73.47,7.84,440.6,89.8,393.83,2774.05,34.53,8.82,Low
2022-02-08,Chennai,31.81,64.34,11.3,423.97,84.5,507.71,2977.38,38.32,17.72,Moderate
2022-02-09,Mumbai,30.91,73.87,1.04,439.24,69.8,458.28,3112.44,35.1,6.83,Moderate
2022-02-10,Mumbai,29.94,64.64,5.11,441.22,68.9,426.25,3168.66,27.75,22.15,Moderate
2022-02-11,Hyderabad,29.59,76.99,9.23,443.67,85.1,493.77,3192.91,37.8,8.79,Moderate
2022-02-12,Bengaluru,30.58,72.49,11.93,505.9318142434407,148.43861546235885,777.4323787725715,2940.78,35.32,12.77,Moderate
2022-02-13,Mumbai,32.04,68.45,1.17,439.92,70.0,560.5,3138.34,26.56,13.41,Moderate
